Temperature,CropYield
5.0,-18.5098575409663
5.579710144927536,-15.844324514519652
6.159420289855072,-9.050423148562878
6.739130434782609,-2.1227818863524845
7.318840579710145,-3.227139813310954
7.898550724637682,0.8056756655943738
8.478260869565219,10.144065667694205
9.057971014492754,11.472646552508085
9.63768115942029,11.391408810269075
10.217391304347826,17.92257616100364
10.797101449275363,18.265281473127413
11.376811594202898,21.484558271320314
11.956521739130435,26.699421786342715
12.536231884057973,23.19105613643199
13.115942028985508,26.579079730774282
13.695652173913043,32.75548145764569
14.27536231884058,33.95793596056783
14.855072463768117,40.35883105470664
15.434782608695652,38.977251024854134
16.014492753623188,39.615220801056076
16.594202898550726,50.26546132461806
17.17391304347826,47.07314368833245
17.753623188405797,49.70058923494174
18.333333333333336,46.836866552470745
18.91304347826087,50.95664388691595
19.492753623188406,54.26681523814871
20.072463768115945,51.69089660442707
20.652173913043477,57.34637571855308
21.231884057971016,55.35834437972899
21.81159420289855,57.09173244522214
22.391304347826086,56.83382156217759
22.971014492753625,64.73347811580365
23.55072463768116,59.53942851062131
24.130434782608695,56.67563847967294
24.710144927536234,62.450831543702975
25.28985507246377,56.320665857480336
25.869565217391305,60.47536205155491
26.44927536231884,53.70090981319579
27.02898550724638,55.19208541558154
27.608695652173914,59.229525106473154
28.18840579710145,60.182213434588206
28.768115942028988,57.67436529305531
29.347826086956523,55.87233681635134
29.92753623188406,54.240566249926104
30.507246376811594,49.49848149791683
31.086956521739133,50.43025943530736
31.666666666666668,49.729194798231745
32.2463768115942,52.66937129953471
32.82608695652174,48.78132745849744
33.40579710144928,40.579394551765176
33.98550724637681,44.824383813246335
34.565217391304344,40.54607641016884
35.14492753623189,37.38532305600291
35.72463768115942,38.83145818809369
36.30434782608695,37.53534261285648
36.88405797101449,34.547673585661975
37.46376811594203,26.413244300737446
38.04347826086957,25.045897844090945
38.6231884057971,23.875537826241775
39.20289855072464,22.582169932931862
39.78260869565217,14.857373316709882
40.36231884057971,12.24285503808248
40.94202898550725,5.851337443031252
41.52173913043478,1.8178073489300184
42.10144927536232,3.9456640036245094
42.68115942028986,1.5440403965715017
43.26086956521739,-6.907901820317562
43.84057971014493,-7.982890069188883
44.42028985507247,-14.344623535863224
45.0,-21.93535926381537
